Geography,Age,Population,Week_Ending_Sat,Coverage
United States,5-12 Years,32585855,2024-08-24,3.43720458947002
United States,5-12 Years,32585855,2024-08-31,5.66159585144246
United States,5-12 Years,32585855,2024-09-07,6.89265558494212
United States,5-12 Years,32585855,2024-09-14,8.77306888136688
United States,5-12 Years,32585855,2024-09-21,11.1730186918318
United States,5-12 Years,32585855,2024-09-28,13.9887196260036
United States,5-12 Years,32585855,2024-10-05,17.4887905385777
United States,5-12 Years,32585855,2024-10-12,21.8500214627714
United States,5-12 Years,32585855,2024-10-19,26.9449891892243
United States,5-12 Years,32585855,2024-10-26,31.9956846795209
United States,5-12 Years,32585855,2024-11-02,36.3007161813083
United States,5-12 Years,32585855,2024-11-09,39.770237383983
United States,5-12 Years,32585855,2024-11-16,42.6094314935356
United States,5-12 Years,32585855,2024-11-23,45.0492184562485
United States,5-12 Years,32585855,2024-11-30,47.0223516611064
United States,5-12 Years,32585855,2024-12-07,48.5838515329225
United States,5-12 Years,32585855,2024-12-14,49.8403574457882
United States,5-12 Years,32585855,2024-12-21,50.912769391531
United States,5-12 Years,32585855,2024-12-28,51.8326227108208
United States,5-12 Years,32585855,2025-01-04,52.6340284906545
United States,5-12 Years,32585855,2025-01-11,53.3512462903839
United States,5-12 Years,32585855,2025-01-18,54.0064172975523
United States,5-12 Years,32585855,2025-01-25,54.5945947446528
United States,5-12 Years,32585855,2025-02-01,55.1095469830017
United States,5-12 Years,32585855,2025-02-08,55.571566046718
United States,5-12 Years,32585855,2025-02-15,55.9966538908411
United States,5-12 Years,32585855,2025-02-22,56.3840397329303
United States,5-12 Years,32585855,2025-03-01,56.7119116649818
United States,5-12 Years,32585855,2025-03-08,56.9915764205618
United States,5-12 Years,32585855,2025-03-15,57.242213420424
United States,5-12 Years,32585855,2025-03-22,57.4775415891866
United States,5-12 Years,32585855,2025-03-29,57.6844833412227
United States,5-12 Years,32585855,2025-04-05,57.8797323024792
United States,5-12 Years,32585855,2025-04-12,58.0821376206268
United States,5-12 Years,32585855,2025-04-19,58.2971643431384
United States,5-12 Years,32585855,2025-04-26,58.487364744345
United States,5-12 Years,32585855,2025-05-03,58.6295866239513
United States,5-12 Years,32585855,2025-05-10,58.7383524057089
United States,5-12 Years,32585855,2025-05-17,58.8429587152088
United States,5-12 Years,32585855,2025-05-24,58.9596512237277
United States,5-12 Years,32585855,2025-05-31,59.0817751803354
United States,5-12 Years,32585855,2025-06-07,59.2026758341016
United States,5-12 Years,32585855,2025-06-14,59.2026758341016
United States,13-17 Years,20933743,2024-08-17,2.33712279693498
United States,13-17 Years,20933743,2024-08-24,2.33712279693498
United States,13-17 Years,20933743,2024-08-31,3.96193031272361
United States,13-17 Years,20933743,2024-09-07,5.108900151062
United States,13-17 Years,20933743,2024-09-14,6.79123036685096
United States,13-17 Years,20933743,2024-09-21,8.89959022432982
United States,13-17 Years,20933743,2024-09-28,11.3473900868326
United States,13-17 Years,20933743,2024-10-05,14.3594170168683
United States,13-17 Years,20933743,2024-10-12,18.0870148469491
United States,13-17 Years,20933743,2024-10-19,22.4313263308803
United States,13-17 Years,20933743,2024-10-26,26.7536167913946
United States,13-17 Years,20933743,2024-11-02,30.4844908994175
United States,13-17 Years,20933743,2024-11-09,33.5598897666507
United States,13-17 Years,20933743,2024-11-16,36.1388917407017
United States,13-17 Years,20933743,2024-11-23,38.3738225958108
United States,13-17 Years,20933743,2024-11-30,40.1583872212506
United States,13-17 Years,20933743,2024-12-07,41.5347943665836
United States,13-17 Years,20933743,2024-12-14,42.6119140202057
United States,13-17 Years,20933743,2024-12-21,43.5214422298116
United States,13-17 Years,20933743,2024-12-28,44.2933420763871
United States,13-17 Years,20933743,2025-01-04,44.9616919951152
United States,13-17 Years,20933743,2025-01-11,45.5597437574953
United States,13-17 Years,20933743,2025-01-18,46.1044049953905
United States,13-17 Years,20933743,2025-01-25,46.5777264607574
United States,13-17 Years,20933743,2025-02-01,46.9612099289257
United States,13-17 Years,20933743,2025-02-08,47.2767848093709
United States,13-17 Years,20933743,2025-02-15,47.5489708927062
United States,13-17 Years,20933743,2025-02-22,47.7879435524682
United States,13-17 Years,20933743,2025-03-01,47.9763650902728
United States,13-17 Years,20933743,2025-03-08,48.1308452914463
United States,13-17 Years,20933743,2025-03-15,48.2727317537662
United States,13-17 Years,20933743,2025-03-22,48.4134651904702
United States,13-17 Years,20933743,2025-03-29,48.533274510921
United States,13-17 Years,20933743,2025-04-05,48.647515540735
United States,13-17 Years,20933743,2025-04-12,48.7764778828783
United States,13-17 Years,20933743,2025-04-19,48.9276885237482
United States,13-17 Years,20933743,2025-04-26,49.0611155975721
United States,13-17 Years,20933743,2025-05-03,49.1492614868581
United States,13-17 Years,20933743,2025-05-10,49.2039102155327
United States,13-17 Years,20933743,2025-05-17,49.2538998812827
United States,13-17 Years,20933743,2025-05-24,49.3172103966445
United States,13-17 Years,20933743,2025-05-31,49.3895941064972
United States,13-17 Years,20933743,2025-06-07,49.4668033557198
United States,13-17 Years,20933743,2025-06-14,49.4668033557198
United States,6 Months - 17 Years,70953385,2024-08-17,3.26586368194457
United States,6 Months - 17 Years,70953385,2024-08-24,3.26586368194457
United States,6 Months - 17 Years,70953385,2024-08-31,5.48370847778333
United States,6 Months - 17 Years,70953385,2024-09-07,6.8434128924066
United States,6 Months - 17 Years,70953385,2024-09-14,8.77275282170081
United States,6 Months - 17 Years,70953385,2024-09-21,11.1650085578893
United States,6 Months - 17 Years,70953385,2024-09-28,13.93530262952
United States,6 Months - 17 Years,70953385,2024-10-05,17.3097896829775
United States,6 Months - 17 Years,70953385,2024-10-12,21.4327951637971
United States,6 Months - 17 Years,70953385,2024-10-19,26.1881669864076
United States,6 Months - 17 Years,70953385,2024-10-26,30.9100856526193
United States,6 Months - 17 Years,70953385,2024-11-02,35.0020989705099
United States,6 Months - 17 Years,70953385,2024-11-09,38.3856754117543
United States,6 Months - 17 Years,70953385,2024-11-16,41.2220686686827
United States,6 Months - 17 Years,70953385,2024-11-23,43.6806585969208
United States,6 Months - 17 Years,70953385,2024-11-30,45.6720654732127
United States,6 Months - 17 Years,70953385,2024-12-07,47.2361878068893
United States,6 Months - 17 Years,70953385,2024-12-14,48.4771563308803
United States,6 Months - 17 Years,70953385,2024-12-21,49.5260746416907
United States,6 Months - 17 Years,70953385,2024-12-28,50.4311680072719
United States,6 Months - 17 Years,70953385,2025-01-04,51.2285501954868
United States,6 Months - 17 Years,70953385,2025-01-11,51.9447470312412
United States,6 Months - 17 Years,70953385,2025-01-18,52.5932079450912
United States,6 Months - 17 Years,70953385,2025-01-25,53.1740708109257
United States,6 Months - 17 Years,70953385,2025-02-01,53.6901593440323
United States,6 Months - 17 Years,70953385,2025-02-08,54.1574532801218
United States,6 Months - 17 Years,70953385,2025-02-15,54.5853724949322
United States,6 Months - 17 Years,70953385,2025-02-22,54.9695701953014
United States,6 Months - 17 Years,70953385,2025-03-01,55.2925355177219
United States,6 Months - 17 Years,70953385,2025-03-08,55.5609318438321
United States,6 Months - 17 Years,70953385,2025-03-15,55.7910702471983
United States,6 Months - 17 Years,70953385,2025-03-22,56.0001685311644
United States,6 Months - 17 Years,70953385,2025-03-29,56.1896833614709
United States,6 Months - 17 Years,70953385,2025-04-05,56.3736000400863
United States,6 Months - 17 Years,70953385,2025-04-12,56.5624642250087
United States,6 Months - 17 Years,70953385,2025-04-19,56.755587179377
United States,6 Months - 17 Years,70953385,2025-04-26,56.9283662433921
United States,6 Months - 17 Years,70953385,2025-05-03,57.0654675903049
United States,6 Months - 17 Years,70953385,2025-05-10,57.1738962761381
United States,6 Months - 17 Years,70953385,2025-05-17,57.2700021567368
United States,6 Months - 17 Years,70953385,2025-05-24,57.3633708715439
United States,6 Months - 17 Years,70953385,2025-05-31,57.4505939770522
United States,6 Months - 17 Years,70953385,2025-06-07,57.5282630297546
United States,6 Months - 17 Years,70953385,2025-06-14,57.5282630297546
United States,18-49 Years,137037410,2024-08-17,0.766834851912175
United States,18-49 Years,137037410,2024-08-24,0.766834851912175
United States,18-49 Years,137037410,2024-08-31,1.33030392405945
United States,18-49 Years,137037410,2024-09-07,1.87098758500595
United States,18-49 Years,137037410,2024-09-14,2.8005484272403
United States,18-49 Years,137037410,2024-09-21,4.03200531288092
United States,18-49 Years,137037410,2024-09-28,5.4959145915633
United States,18-49 Years,137037410,2024-10-05,7.32655064323923
United States,18-49 Years,137037410,2024-10-12,9.62850200654835
United States,18-49 Years,137037410,2024-10-19,12.365552109288
United States,18-49 Years,137037410,2024-10-26,15.1707988537963
United States,18-49 Years,137037410,2024-11-02,17.7118924377125
United States,18-49 Years,137037410,2024-11-09,19.9406265606651
United States,18-49 Years,137037410,2024-11-16,21.9177951562654
United States,18-49 Years,137037410,2024-11-23,23.6780559048054
United States,18-49 Years,137037410,2024-11-30,25.0998173405619
United States,18-49 Years,137037410,2024-12-07,26.1868339062877
United States,18-49 Years,137037410,2024-12-14,27.019826762176
United States,18-49 Years,137037410,2024-12-21,27.7238377494973
United States,18-49 Years,137037410,2024-12-28,28.3617077023038
United States,18-49 Years,137037410,2025-01-04,28.9760573210823
United States,18-49 Years,137037410,2025-01-11,29.5847917676863
United States,18-49 Years,137037410,2025-01-18,30.1805894872077
United States,18-49 Years,137037410,2025-01-25,30.7406030635311
United States,18-49 Years,137037410,2025-02-01,31.2496649697011
United States,18-49 Years,137037410,2025-02-08,31.7146712639659
United States,18-49 Years,137037410,2025-02-15,32.1423561488086
United States,18-49 Years,137037410,2025-02-22,32.5296887831945
United States,18-49 Years,137037410,2025-03-01,32.857915867407
United States,18-49 Years,137037410,2025-03-08,33.1325291821333
United States,18-49 Years,137037410,2025-03-15,33.3681994755877
United States,18-49 Years,137037410,2025-03-22,33.5797853233226
United States,18-49 Years,137037410,2025-03-29,33.7656525235227
United States,18-49 Years,137037410,2025-04-05,33.9388711569253
United States,18-49 Years,137037410,2025-04-12,34.1109742166416
United States,18-49 Years,137037410,2025-04-19,34.28350235514
United States,18-49 Years,137037410,2025-04-26,34.4332151558561
United States,18-49 Years,137037410,2025-05-03,34.5472668557972
United States,18-49 Years,137037410,2025-05-10,34.6362610751044
United States,18-49 Years,137037410,2025-05-17,34.719292888853
United States,18-49 Years,137037410,2025-05-24,34.8061604138755
United States,18-49 Years,137037410,2025-05-31,34.8917038388057
United States,18-49 Years,137037410,2025-06-07,34.9707633522771
United States,18-49 Years,137037410,2025-06-14,34.9707633522771
United States,50-64 Years,62779537,2024-08-17,0.915599080068591
United States,50-64 Years,62779537,2024-08-24,0.915599080068591
United States,50-64 Years,62779537,2024-08-31,1.58051535887013
United States,50-64 Years,62779537,2024-09-07,2.25833923685049
United States,50-64 Years,62779537,2024-09-14,3.60843032642619
United States,50-64 Years,62779537,2024-09-21,5.47649555649522
United States,50-64 Years,62779537,2024-09-28,7.74007997446345
United States,50-64 Years,62779537,2024-10-05,10.6632723239447
United States,50-64 Years,62779537,2024-10-12,14.4449037318973
United States,50-64 Years,62779537,2024-10-19,19.0055048497407
United States,50-64 Years,62779537,2024-10-26,23.6271932459786
United States,50-64 Years,62779537,2024-11-02,27.6612883909798
United States,50-64 Years,62779537,2024-11-09,31.0239608842364
United States,50-64 Years,62779537,2024-11-16,33.8662801520595
United States,50-64 Years,62779537,2024-11-23,36.3120722904722
United States,50-64 Years,62779537,2024-11-30,38.1871840472618
United States,50-64 Years,62779537,2024-12-07,39.5260976747533
United States,50-64 Years,62779537,2024-12-14,40.4795581405347
United States,50-64 Years,62779537,2024-12-21,41.2577182282689
United States,50-64 Years,62779537,2024-12-28,41.9532515562163
United States,50-64 Years,62779537,2025-01-04,42.6204087424278
United States,50-64 Years,62779537,2025-01-11,43.2804507919887
United States,50-64 Years,62779537,2025-01-18,43.9264772168753
United States,50-64 Years,62779537,2025-01-25,44.5430711452265
United States,50-64 Years,62779537,2025-02-01,45.1303580790217
United States,50-64 Years,62779537,2025-02-08,45.7076314818913
United States,50-64 Years,62779537,2025-02-15,46.2737362946384
United States,50-64 Years,62779537,2025-02-22,46.7940738715109
United States,50-64 Years,62779537,2025-03-01,47.2098786758542
United States,50-64 Years,62779537,2025-03-08,47.5217872889609
United States,50-64 Years,62779537,2025-03-15,47.7597038018582
United States,50-64 Years,62779537,2025-03-22,47.9628579433463
United States,50-64 Years,62779537,2025-03-29,48.1366170196236
United States,50-64 Years,62779537,2025-04-05,48.2951651056866
United States,50-64 Years,62779537,2025-04-12,48.4510402722246
United States,50-64 Years,62779537,2025-04-19,48.6089952045179
United States,50-64 Years,62779537,2025-04-26,48.7555089979864
United States,50-64 Years,62779537,2025-05-03,48.8909530940842
United States,50-64 Years,62779537,2025-05-10,49.0358201030702
United States,50-64 Years,62779537,2025-05-17,49.2118834937026
United States,50-64 Years,62779537,2025-05-24,49.4229303300993
United States,50-64 Years,62779537,2025-05-31,49.6539073660722
United States,50-64 Years,62779537,2025-06-07,49.8897613554333
United States,50-64 Years,62779537,2025-06-14,49.8897613554333
United States,65+ Years,55659365,2024-08-17,0.751544638809496
United States,65+ Years,55659365,2024-08-24,0.751544638809496
United States,65+ Years,55659365,2024-08-31,1.91334909926454
United States,65+ Years,55659365,2024-09-07,3.8585103171944
United States,65+ Years,55659365,2024-09-14,6.58771326980182
United States,65+ Years,55659365,2024-09-21,9.95273630915149
United States,65+ Years,55659365,2024-09-28,13.8379428091845
United States,65+ Years,55659365,2024-10-05,18.5849183390189
United States,65+ Years,55659365,2024-10-12,24.3988504048423
United States,65+ Years,55659365,2024-10-19,31.0819440325828
United States,65+ Years,55659365,2024-10-26,37.6086236205318
United States,65+ Years,55659365,2024-11-02,43.0878416071424
United States,65+ Years,55659365,2024-11-09,47.4510254014405
United States,65+ Years,55659365,2024-11-16,50.9826935341513
United States,65+ Years,55659365,2024-11-23,53.9426960390516
United States,65+ Years,55659365,2024-11-30,56.1564021310346
United States,65+ Years,55659365,2024-12-07,57.6879908892504
United States,65+ Years,55659365,2024-12-14,58.7376649459425
United States,65+ Years,55659365,2024-12-21,59.5764550973685
United States,65+ Years,55659365,2024-12-28,60.3419505025365
United States,65+ Years,55659365,2025-01-04,61.1171856282512
United States,65+ Years,55659365,2025-01-11,61.9270081411554
United States,65+ Years,55659365,2025-01-18,62.7452128743209
United States,65+ Years,55659365,2025-01-25,63.5275124023217
United States,65+ Years,55659365,2025-02-01,64.2487643520464
United States,65+ Years,55659365,2025-02-08,64.916524756475
United States,65+ Years,55659365,2025-02-15,65.5374013440293
United States,65+ Years,55659365,2025-02-22,66.1026592491002
United States,65+ Years,55659365,2025-03-01,66.5822161371753
United States,65+ Years,55659365,2025-03-08,66.988083123908
United States,65+ Years,55659365,2025-03-15,67.3438100707867
United States,65+ Years,55659365,2025-03-22,67.6680025435826
United States,65+ Years,55659365,2025-03-29,67.9457646951242
United States,65+ Years,55659365,2025-04-05,68.1821620300446
United States,65+ Years,55659365,2025-04-12,68.3925991530192
United States,65+ Years,55659365,2025-04-19,68.5940931698899
United States,65+ Years,55659365,2025-04-26,68.7843858640008
United States,65+ Years,55659365,2025-05-03,68.963412024097
United States,65+ Years,55659365,2025-05-10,69.1414107554757
United States,65+ Years,55659365,2025-05-17,69.3295538686357
United States,65+ Years,55659365,2025-05-24,69.5302633661938
United States,65+ Years,55659365,2025-05-31,69.736589639417
United States,65+ Years,55659365,2025-06-07,69.9415830795726
United States,65+ Years,55659365,2025-06-14,69.9415830795726
Alabama,6 Months - 4 Years,263797,2024-08-17,6.33102347737842
Alabama,6 Months - 4 Years,263797,2024-08-24,6.33102347737842
Alabama,6 Months - 4 Years,263797,2024-08-31,10.0083300600866
Alabama,6 Months - 4 Years,263797,2024-09-07,11.1696870977498
Alabama,6 Months - 4 Years,263797,2024-09-14,12.7443461842884
Alabama,6 Months - 4 Years,263797,2024-09-21,14.6628744017021
Alabama,6 Months - 4 Years,263797,2024-09-28,16.8694276139866
Alabama,6 Months - 4 Years,263797,2024-10-05,19.5025397242786
Alabama,6 Months - 4 Years,263797,2024-10-12,22.6527405339709
Alabama,6 Months - 4 Years,263797,2024-10-19,26.2516826132787
Alabama,6 Months - 4 Years,263797,2024-10-26,29.891352044094
Alabama,6 Months - 4 Years,263797,2024-11-02,33.1968641596479
Alabama,6 Months - 4 Years,263797,2024-11-09,36.0968670548116
Alabama,6 Months - 4 Years,263797,2024-11-16,38.6667578739378
Alabama,6 Months - 4 Years,263797,2024-11-23,40.9951350982941
Alabama,6 Months - 4 Years,263797,2024-11-30,43.0340781656512
Alabama,6 Months - 4 Years,263797,2024-12-07,44.8317196513424
Alabama,6 Months - 4 Years,263797,2024-12-14,46.4315245022581
Alabama,6 Months - 4 Years,263797,2024-12-21,47.8351664042036
Alabama,6 Months - 4 Years,263797,2024-12-28,48.9280500636896
Alabama,6 Months - 4 Years,263797,2025-01-04,49.6756048658213
Alabama,6 Months - 4 Years,263797,2025-01-11,50.1460532215384
Alabama,6 Months - 4 Years,263797,2025-01-18,50.469671768957
Alabama,6 Months - 4 Years,263797,2025-01-25,50.7463525952752
Alabama,6 Months - 4 Years,263797,2025-02-01,51.0377709684981
Alabama,6 Months - 4 Years,263797,2025-02-08,51.3815288405756
Alabama,6 Months - 4 Years,263797,2025-02-15,51.760208563068
Alabama,6 Months - 4 Years,263797,2025-02-22,52.0992062976717
Alabama,6 Months - 4 Years,263797,2025-03-01,52.3163349327247
Alabama,6 Months - 4 Years,263797,2025-03-08,52.4150663341075
Alabama,6 Months - 4 Years,263797,2025-03-15,52.4420253446743
Alabama,6 Months - 4 Years,263797,2025-03-22,52.4593220184528
Alabama,6 Months - 4 Years,263797,2025-03-29,52.4851738333109
Alabama,6 Months - 4 Years,263797,2025-04-05,52.5732095864792
Alabama,6 Months - 4 Years,263797,2025-04-12,52.7568467045729
Alabama,6 Months - 4 Years,263797,2025-04-19,53.0245610249334
Alabama,6 Months - 4 Years,263797,2025-04-26,53.2840442613749
Alabama,6 Months - 4 Years,263797,2025-05-03,53.4654473430242
Alabama,6 Months - 4 Years,263797,2025-05-10,53.5675758261854
Alabama,6 Months - 4 Years,263797,2025-05-17,53.6258103258213
Alabama,6 Months - 4 Years,263797,2025-05-24,53.6678352608159
Alabama,6 Months - 4 Years,263797,2025-05-31,53.6892554815347
Alabama,6 Months - 4 Years,263797,2025-06-07,53.6856758383434
Alabama,6 Months - 4 Years,263797,2025-06-14,53.6856758383434
Alabama,5-12 Years,484424,2024-08-17,1.68504102505209
Alabama,5-12 Years,484424,2024-08-24,1.68504102505209
Alabama,5-12 Years,484424,2024-08-31,3.38246291827174
Alabama,5-12 Years,484424,2024-09-07,5.20361093604153
Alabama,5-12 Years,484424,2024-09-14,7.35879472295904
Alabama,5-12 Years,484424,2024-09-21,9.80596144311661
Alabama,5-12 Years,484424,2024-09-28,12.5162785245205
Alabama,5-12 Years,484424,2024-10-05,15.6403281748231
Alabama,5-12 Years,484424,2024-10-12,19.2498037708726
Alabama,5-12 Years,484424,2024-10-19,23.22665221297
Alabama,5-12 Years,484424,2024-10-26,27.0968794091373
Alabama,5-12 Years,484424,2024-11-02,30.4434649695932
Alabama,5-12 Years,484424,2024-11-09,33.2135286781709
Alabama,5-12 Years,484424,2024-11-16,35.5356031917626
Alabama,5-12 Years,484424,2024-11-23,37.5613327026657
Alabama,5-12 Years,484424,2024-11-30,39.2674274538899
Alabama,5-12 Years,484424,2024-12-07,40.6871247061499
Alabama,5-12 Years,484424,2024-12-14,41.8785480854284
Alabama,5-12 Years,484424,2024-12-21,42.9073463504586
Alabama,5-12 Years,484424,2024-12-28,43.798312225108
Alabama,5-12 Years,484424,2025-01-04,44.5867754430131
Alabama,5-12 Years,484424,2025-01-11,45.3002455390199
Alabama,5-12 Years,484424,2025-01-18,45.9425075105
Alabama,5-12 Years,484424,2025-01-25,46.477559678781
Alabama,5-12 Years,484424,2025-02-01,46.8702605149239
Alabama,5-12 Years,484424,2025-02-08,47.1394746337059
Alabama,5-12 Years,484424,2025-02-15,47.3242316321684
Alabama,5-12 Years,484424,2025-02-22,47.4649300998102
Alabama,5-12 Years,484424,2025-03-01,47.566153255146
Alabama,5-12 Years,484424,2025-03-08,47.6337209353461
Alabama,5-12 Years,484424,2025-03-15,47.6785323149993
Alabama,5-12 Years,484424,2025-03-22,47.7161597043847
Alabama,5-12 Years,484424,2025-03-29,47.7663987713337
Alabama,5-12 Years,484424,2025-04-05,47.8833908363579
Alabama,5-12 Years,484424,2025-04-12,48.0944109760516
Alabama,5-12 Years,484424,2025-04-19,48.375749777646
Alabama,5-12 Years,484424,2025-04-26,48.6211323253286
Alabama,5-12 Years,484424,2025-05-03,48.7585539267897
Alabama,5-12 Years,484424,2025-05-10,48.8
Alabama,5-12 Years,484424,2025-05-17,48.8
Alabama,5-12 Years,484424,2025-05-24,48.8
Alabama,5-12 Years,484424,2025-05-31,48.8
Alabama,5-12 Years,484424,2025-06-07,48.8
Alabama,5-12 Years,484424,2025-06-14,48.8
Alabama,13-17 Years,310917,2024-08-17,2.82935553023133
Alabama,13-17 Years,310917,2024-08-24,2.82935553023133
Alabama,13-17 Years,310917,2024-08-31,4.13281865438172
Alabama,13-17 Years,310917,2024-09-07,4.20650980531169
Alabama,13-17 Years,310917,2024-09-14,5.16856225482324
Alabama,13-17 Years,310917,2024-09-21,6.78528614076308
Alabama,13-17 Years,310917,2024-09-28,8.86438310025768
Alabama,13-17 Years,310917,2024-10-05,11.8140686482528
Alabama,13-17 Years,310917,2024-10-12,15.924357992425
Alabama,13-17 Years,310917,2024-10-19,21.0319500446518
Alabama,13-17 Years,310917,2024-10-26,25.9611050424724
Alabama,13-17 Years,310917,2024-11-02,29.6505341153002
Alabama,13-17 Years,310917,2024-11-09,32.0256684378414
Alabama,13-17 Years,310917,2024-11-16,33.5348823291706
Alabama,13-17 Years,310917,2024-11-23,34.7317257585178
Alabama,13-17 Years,310917,2024-11-30,35.6968671901199
Alabama,13-17 Years,310917,2024-12-07,36.494885434152
Alabama,13-17 Years,310917,2024-12-14,37.1700904399053
Alabama,13-17 Years,310917,2024-12-21,37.7451128339523
Alabama,13-17 Years,310917,2024-12-28,38.2280195918295
Alabama,13-17 Years,310917,2025-01-04,38.6332862008403
Alabama,13-17 Years,310917,2025-01-11,38.9775248060305
Alabama,13-17 Years,310917,2025-01-18,39.2742931998366
Alabama,13-17 Years,310917,2025-01-25,39.5268939791931
Alabama,13-17 Years,310917,2025-02-01,39.7324996387332
Alabama,13-17 Years,310917,2025-02-08,39.8913824973568
Alabama,13-17 Years,310917,2025-02-15,40.0158322464068
Alabama,13-17 Years,310917,2025-02-22,40.1315649350982
Alabama,13-17 Years,310917,2025-03-01,40.2846308975134
Alabama,13-17 Years,310917,2025-03-08,40.525602369606
Alabama,13-17 Years,310917,2025-03-15,40.853675091551
Alabama,13-17 Years,310917,2025-03-22,41.20308536032
Alabama,13-17 Years,310917,2025-03-29,41.4545095552862
Alabama,13-17 Years,310917,2025-04-05,41.5754265724476
Alabama,13-17 Years,310917,2025-04-12,41.6
Alabama,13-17 Years,310917,2025-04-19,41.6
Alabama,13-17 Years,310917,2025-04-26,41.6
Alabama,13-17 Years,310917,2025-05-03,41.6046934995037
Alabama,13-17 Years,310917,2025-05-10,41.621957524488
Alabama,13-17 Years,310917,2025-05-17,41.6574041413835
Alabama,13-17 Years,310917,2025-05-24,41.7096869575713
Alabama,13-17 Years,310917,2025-05-31,41.7720110944131
Alabama,13-17 Years,310917,2025-06-07,41.837581673271
Alabama,13-17 Years,310917,2025-06-14,41.837581673271
Alabama,6 Months - 17 Years,1059138,2024-08-17,3.03636061452625
Alabama,6 Months - 17 Years,1059138,2024-08-24,3.03636061452625
Alabama,6 Months - 17 Years,1059138,2024-08-31,5.00520020506871
Alabama,6 Months - 17 Years,1059138,2024-09-07,6.08358914841553
Alabama,6 Months - 17 Years,1059138,2024-09-14,7.6931892221268
Alabama,6 Months - 17 Years,1059138,2024-09-21,9.73483052203945
Alabama,6 Months - 17 Years,1059138,2024-09-28,12.1310122728181
Alabama,6 Months - 17 Years,1059138,2024-10-05,15.1098050541109
Alabama,6 Months - 17 Years,1059138,2024-10-12,18.8081500124394
Alabama,6 Months - 17 Years,1059138,2024-10-19,23.0937017767978
Alabama,6 Months - 17 Years,1059138,2024-10-26,27.2809262324976
Alabama,6 Months - 17 Years,1059138,2024-11-02,30.7500482600549
Alabama,6 Months - 17 Years,1059138,2024-11-09,33.4218137733701
Alabama,6 Months - 17 Years,1059138,2024-11-16,35.5073624804867
Alabama,6 Months - 17 Years,1059138,2024-11-23,37.2807774414466
Alabama,6 Months - 17 Years,1059138,2024-11-30,38.7690643440852
Alabama,6 Months - 17 Years,1059138,2024-12-07,40.0275970616488
Alabama,6 Months - 17 Years,1059138,2024-12-14,41.1067720045084
