metrocast_location_id,age,population
el-paso,54,9585
el-paso,55,9128
el-paso,56,9033
el-paso,57,8844
el-paso,58,8883
el-paso,59,8913
el-paso,60,8926
el-paso,61,8956
el-paso,62,9073
el-paso,63,8815
el-paso,64,8742
el-paso,65,8469
el-paso,66,8225
el-paso,67,7924
el-paso,68,7825
el-paso,69,7460
el-paso,70,7084
el-paso,71,6599
el-paso,72,6146
el-paso,73,5899
el-paso,74,5530
el-paso,75,5385
el-paso,76,5153
el-paso,77,5053
el-paso,78,3931
el-paso,79,3649
el-paso,80,3380
el-paso,81,3154
el-paso,82,2819
el-paso,83,2577
el-paso,84+,14802
eugene,0,3930
eugene,1,3934
eugene,2,4062
eugene,3,4110
eugene,4,4377
eugene,5,4377
eugene,6,4514
eugene,7,4825
eugene,8,4942
eugene,9,5090
eugene,10,5128
eugene,11,4997
eugene,12,5059
eugene,13,5051
eugene,14,5108
eugene,15,5431
eugene,16,5689
eugene,17,5588
eugene,18,6725
eugene,19,8136
eugene,20,8604
eugene,21,8716
eugene,22,8485
eugene,23,7997
eugene,24,6836
eugene,25,6480
eugene,26,6129
eugene,27,5882
eugene,28,5904
eugene,29,6094
eugene,30,6060
eugene,31,6262
eugene,32,6309
eugene,33,6501
eugene,34,6521
eugene,35,6335
eugene,36,6051
eugene,37,5950
eugene,38,5964
eugene,39,6057
eugene,40,5975
eugene,41,6234
eugene,42,6288
eugene,43,6237
eugene,44,6286
eugene,45,6052
eugene,46,5957
eugene,47,5828
eugene,48,5420
eugene,49,5425
eugene,50,5366
eugene,51,5188
eugene,52,5368
eugene,53,5818
eugene,54,5770
eugene,55,5564
eugene,56,5433
eugene,57,5513
eugene,58,5573
eugene,59,5784
eugene,60,6018
eugene,61,6120
eugene,62,6334
eugene,63,6516
eugene,64,6557
eugene,65,6477
eugene,66,6601
eugene,67,6647
eugene,68,6507
eugene,69,6682
eugene,70,6731
eugene,71,6740
eugene,72,6637
eugene,73,6137
eugene,74,5900
eugene,75,5662
eugene,76,5385
eugene,77,5613
eugene,78,3707
eugene,79,3586
eugene,80,3435
eugene,81,3389
eugene,82,2678
eugene,83,2316
eugene,84+,12987
fay-area,0,18097
fay-area,1,18324
fay-area,2,18787
fay-area,3,18117
fay-area,4,18063
fay-area,5,18391
fay-area,6,18715
fay-area,7,18424
fay-area,8,18639
fay-area,9,18771
fay-area,10,18834
fay-area,11,18251
fay-area,12,18328
fay-area,13,18439
fay-area,14,18806
fay-area,15,18947
fay-area,16,19481
fay-area,17,19408
fay-area,18,18083
fay-area,19,17071
fay-area,20,17795
fay-area,21,18364
fay-area,22,18617
fay-area,23,19128
fay-area,24,19128
fay-area,25,18871
fay-area,26,18619
fay-area,27,18652
fay-area,28,18484
fay-area,29,18998
fay-area,30,19664
fay-area,31,19710
fay-area,32,20266
fay-area,33,20116
fay-area,34,20121
fay-area,35,19363
fay-area,36,18552
fay-area,37,18282
fay-area,38,18000
fay-area,39,17695
fay-area,40,17335
fay-area,41,17320
fay-area,42,17148
fay-area,43,16867
fay-area,44,16773
fay-area,45,16078
fay-area,46,15825
fay-area,47,15581
fay-area,48,15015
fay-area,49,15307
fay-area,50,15058
fay-area,51,15573
fay-area,52,16352
fay-area,53,16947
fay-area,54,16357
fay-area,55,15838
fay-area,56,15383
fay-area,57,15403
fay-area,58,15586
fay-area,59,16205
fay-area,60,16442
fay-area,61,16133
fay-area,62,15881
fay-area,63,15946
fay-area,64,15450
fay-area,65,15314
fay-area,66,15008
fay-area,67,14582
fay-area,68,14016
fay-area,69,13623
fay-area,70,13083
fay-area,71,12512
fay-area,72,11788
fay-area,73,11179
fay-area,74,10382
fay-area,75,10096
fay-area,76,9788
fay-area,77,10146
fay-area,78,6999
fay-area,79,6729
fay-area,80,6320
fay-area,81,6082
fay-area,82,5020
fay-area,83,4313
fay-area,84+,24503
florence,0,3286
florence,1,3392
florence,2,3342
florence,3,3425
florence,4,3356
florence,5,3467
florence,6,3534
florence,7,3560
florence,8,3685
florence,9,3718
florence,10,3760
florence,11,3769
florence,12,3711
florence,13,3818
florence,14,3925
florence,15,4048
florence,16,4221
florence,17,4230
florence,18,3606
florence,19,3188
florence,20,3657
florence,21,3800
florence,22,3680
florence,23,3747
florence,24,3861
florence,25,3715
florence,26,3638
florence,27,3629
florence,28,3562
florence,29,3677
florence,30,3810
florence,31,3950
florence,32,3959
florence,33,3972
florence,34,4092
florence,35,3889
florence,36,3631
florence,37,3535
florence,38,3494
florence,39,3514
florence,40,3388
florence,41,3495
florence,42,3533
florence,43,3513
florence,44,3613
florence,45,3686
florence,46,3564
florence,47,3596
florence,48,3396
florence,49,3619
florence,50,3500
florence,51,3588
florence,52,3801
florence,53,4067
florence,54,3903
florence,55,3701
florence,56,3749
florence,57,3835
florence,58,3786
florence,59,3889
florence,60,4029
florence,61,3957
florence,62,3905
florence,63,3798
florence,64,3794
florence,65,3740
florence,66,3731
florence,67,3824
florence,68,3656
florence,69,3655
florence,70,3524
florence,71,3314
florence,72,3305
florence,73,3229
florence,74,3003
florence,75,2829
florence,76,2737
florence,77,2920
florence,78,2027
florence,79,1945
florence,80,1769
florence,81,1718
florence,82,1346
florence,83,1198
florence,84+,6297
floyd,0,3989
floyd,1,4121
floyd,2,4074
floyd,3,4110
floyd,4,4179
floyd,5,4164
floyd,6,4270
floyd,7,4424
floyd,8,4575
floyd,9,4555
floyd,10,4446
floyd,11,4360
floyd,12,4447
floyd,13,4491
floyd,14,4664
floyd,15,4769
floyd,16,5052
floyd,17,5108
floyd,18,4825
floyd,19,4282
floyd,20,4385
floyd,21,4301
floyd,22,4472
floyd,23,4791
floyd,24,4893
floyd,25,4776
floyd,26,4605
floyd,27,4663
floyd,28,4656
floyd,29,4609
floyd,30,4657
floyd,31,4633
floyd,32,4730
floyd,33,4933
floyd,34,4946
floyd,35,4870
floyd,36,4628
floyd,37,4526
floyd,38,4412
floyd,39,4434
floyd,40,4275
floyd,41,4341
floyd,42,4317
floyd,43,4390
floyd,44,4503
floyd,45,4280
floyd,46,4216
floyd,47,4192
floyd,48,4011
floyd,49,4244
floyd,50,4268
floyd,51,4446
floyd,52,4527
floyd,53,4844
floyd,54,4675
floyd,55,4461
floyd,56,4462
floyd,57,4398
floyd,58,4500
floyd,59,4546
floyd,60,4583
floyd,61,4469
floyd,62,4443
floyd,63,4329
floyd,64,4266
floyd,65,4031
floyd,66,3866
floyd,67,3902
floyd,68,3752
floyd,69,3545
floyd,70,3350
floyd,71,3181
floyd,72,2981
floyd,73,2906
floyd,74,2694
floyd,75,2635
floyd,76,2548
floyd,77,2812
floyd,78,1909
floyd,79,1743
floyd,80,1616
floyd,81,1642
floyd,82,1297
floyd,83,1189
floyd,84+,6169
frederick,0,3005
frederick,1,3239
frederick,2,3577
frederick,3,3490
frederick,4,3826
frederick,5,3745
frederick,6,3905
frederick,7,3957
frederick,8,4071
frederick,9,4102
frederick,10,3943
frederick,11,3858
frederick,12,3820
frederick,13,4012
frederick,14,4071
frederick,15,4033
frederick,16,4239
frederick,17,4240
frederick,18,3994
frederick,19,3469
frederick,20,3586
frederick,21,3445
frederick,22,3335
frederick,23,3250
frederick,24,3230
frederick,25,3164
frederick,26,3149
frederick,27,3116
frederick,28,3335
frederick,29,3515
frederick,30,3615
frederick,31,3865
frederick,32,4040
frederick,33,4148
frederick,34,4263
frederick,35,4417
frederick,36,4484
frederick,37,4604
frederick,38,4813
frederick,39,4775
frederick,40,4658
frederick,41,4729
frederick,42,4535
frederick,43,4463
frederick,44,4400
frederick,45,4127
frederick,46,3933
frederick,47,3872
frederick,48,3687
frederick,49,3544
frederick,50,3472
frederick,51,3593
frederick,52,3802
frederick,53,4075
frederick,54,3932
frederick,55,3790
frederick,56,3708
frederick,57,3772
frederick,58,3818
frederick,59,3882
frederick,60,3993
frederick,61,3908
frederick,62,3867
frederick,63,3697
frederick,64,3456
frederick,65,3386
frederick,66,3196
frederick,67,3067
frederick,68,2982
frederick,69,2848
frederick,70,2726
frederick,71,2562
frederick,72,2431
frederick,73,2351
frederick,74,2166
frederick,75,2103
frederick,76,2094
frederick,77,2261
frederick,78,1529
frederick,79,1416
frederick,80,1305
frederick,81,1325
frederick,82,1165
frederick,83,1035
frederick,84+,5911
greenville,0,10637
greenville,1,10928
greenville,2,11245
greenville,3,11093
greenville,4,11302
greenville,5,11385
greenville,6,11590
greenville,7,11972
greenville,8,12288
greenville,9,12380
greenville,10,12248
greenville,11,12120
greenville,12,12168
greenville,13,12393
greenville,14,12712
greenville,15,13205
greenville,16,13716
greenville,17,13513
greenville,18,14096
greenville,19,14967
greenville,20,14809
greenville,21,13917
greenville,22,13467
greenville,23,13388
greenville,24,13302
greenville,25,12953
greenville,26,13076
greenville,27,12566
greenville,28,12840
greenville,29,12867
greenville,30,13215
greenville,31,13280
greenville,32,13816
greenville,33,14162
greenville,34,14215
greenville,35,13673
greenville,36,13396
greenville,37,12980
greenville,38,12601
greenville,39,12666
greenville,40,12173
greenville,41,12433
greenville,42,12397
greenville,43,12401
greenville,44,12454
greenville,45,12040
greenville,46,11905
greenville,47,11711
greenville,48,11207
greenville,49,11368
greenville,50,11391
greenville,51,11815
greenville,52,12489
greenville,53,13286
greenville,54,12845
greenville,55,12446
greenville,56,12151
greenville,57,12190
greenville,58,12437
greenville,59,12860
greenville,60,13171
greenville,61,13100
greenville,62,13023
greenville,63,12968
greenville,64,12681
greenville,65,12592
greenville,66,12455
greenville,67,12178
greenville,68,11479
greenville,69,11032
greenville,70,10671
greenville,71,10219
greenville,72,9858
greenville,73,9154
greenville,74,8683
greenville,75,8539
greenville,76,8466
greenville,77,8939
greenville,78,6095
greenville,79,5844
greenville,80,5671
greenville,81,5513
greenville,82,4422
greenville,83,3787
greenville,84+,20924
hall,0,4670
hall,1,4813
hall,2,4904
hall,3,4730
hall,4,4695
hall,5,4823
hall,6,4838
hall,7,4858
hall,8,5103
hall,9,5039
hall,10,4993
hall,11,4896
hall,12,4930
hall,13,5104
hall,14,5308
hall,15,5420
hall,16,5669
hall,17,5809
hall,18,5902
hall,19,6399
hall,20,6208
hall,21,6064
hall,22,6020
hall,23,5977
hall,24,5924
hall,25,5818
hall,26,5510
hall,27,5608
hall,28,5379
hall,29,5379
hall,30,5239
hall,31,5221
hall,32,5385
hall,33,5517
hall,34,5313
hall,35,5266
hall,36,5076
hall,37,5013
hall,38,5073
hall,39,4961
hall,40,4856
hall,41,5032
hall,42,5066
hall,43,5039
hall,44,5074
hall,45,5038
hall,46,4974
hall,47,4887
hall,48,4669
hall,49,4929
hall,50,4776
hall,51,5041
hall,52,5481
hall,53,5804
hall,54,5732
hall,55,5566
hall,56,5330
hall,57,5512
hall,58,5469
hall,59,5689
hall,60,5810
hall,61,5840
hall,62,5795
hall,63,5775
hall,64,5447
hall,65,5403
hall,66,5541
hall,67,5468
hall,68,5265
hall,69,5083
hall,70,4873
hall,71,4684
hall,72,4566
hall,73,4303
hall,74,4110
hall,75,4074
hall,76,4118
hall,77,4283
hall,78,2941
hall,79,2804
hall,80,2672
hall,81,2600
hall,82,2149
hall,83,1876
hall,84+,9647
harford,0,3673
harford,1,3824
harford,2,3995
harford,3,4084
harford,4,4237
harford,5,4322
harford,6,4403
harford,7,4579
harford,8,4677
harford,9,4677
harford,10,4739
harford,11,4589
harford,12,4701
harford,13,4769
harford,14,4867
harford,15,5071
harford,16,5235
harford,17,5135
harford,18,4237
harford,19,3331
harford,20,3681
harford,21,3913
harford,22,4130
harford,23,4321
harford,24,4325
harford,25,4278
harford,26,4245
harford,27,4284
harford,28,4323
harford,29,4427
harford,30,4486
harford,31,4708
harford,32,4782
harford,33,4918
harford,34,5149
harford,35,4935
harford,36,4949
harford,37,5046
harford,38,5130
harford,39,5226
harford,40,4985
harford,41,5114
harford,42,5005
harford,43,5064
harford,44,4856
harford,45,4561
harford,46,4541
harford,47,4507
harford,48,4325
harford,49,4321
harford,50,4248
harford,51,4269
harford,52,4746
harford,53,5174
harford,54,5084
harford,55,5025
harford,56,4913
harford,57,5035
harford,58,5133
harford,59,5397
harford,60,5499
harford,61,5433
harford,62,5312
harford,63,5250
harford,64,5132
harford,65,4953
harford,66,4852
harford,67,4623
harford,68,4347
harford,69,4099
harford,70,3875
harford,71,3724
harford,72,3587
harford,73,3325
harford,74,3108
harford,75,3118
harford,76,3086
harford,77,3331
harford,78,2209
harford,79,2054
harford,80,1903
harford,81,1926
harford,82,1615
harford,83,1375
harford,84+,7379
henry,0,8546
henry,1,8920
henry,2,9252
henry,3,9247
henry,4,9953
henry,5,10387
henry,6,10914
henry,7,11271
henry,8,11644
henry,9,12007
henry,10,12187
henry,11,12253
henry,12,12614
henry,13,12875
henry,14,13423
henry,15,14010
henry,16,14576
henry,17,14434
henry,18,12331
henry,19,10098
henry,20,10767
henry,21,10792
henry,22,10739
henry,23,10933
henry,24,10586
henry,25,10122
henry,26,9595
henry,27,9228
henry,28,8998
henry,29,9231
henry,30,9330
henry,31,9660
henry,32,9995
henry,33,10136
henry,34,10714
henry,35,10852
henry,36,10984
henry,37,11560
henry,38,11950
henry,39,12214
henry,40,12271
henry,41,12926
henry,42,13047
henry,43,13060
henry,44,13311
henry,45,12725
henry,46,12286
henry,47,12275
henry,48,12193
henry,49,12180
henry,50,11989
henry,51,12169
henry,52,12821
henry,53,13329
henry,54,13068
henry,55,12210
henry,56,11691
henry,57,11449
henry,58,11318
henry,59,11483
henry,60,11459
henry,61,11208
henry,62,10596
henry,63,10151
henry,64,9803
henry,65,9287
henry,66,9056
henry,67,8868
henry,68,8165
henry,69,7818
henry,70,7496
henry,71,7103
henry,72,6918
henry,73,6526
henry,74,6334
henry,75,6082
henry,76,5926
henry,77,6240
henry,78,4370
henry,79,4127
henry,80,3873
henry,81,3710
henry,82,3107
henry,83,2687
henry,84+,13881
horry,0,3744
horry,1,3890
horry,2,3995
horry,3,3816
horry,4,3992
horry,5,3932
horry,6,4102
horry,7,4150
horry,8,4223
horry,9,4470
horry,10,4497
horry,11,4427
horry,12,4594
horry,13,4616
horry,14,4696
horry,15,4920
horry,16,5075
horry,17,5221
horry,18,7033
horry,19,7028
horry,20,4224
horry,21,4346
horry,22,4814
horry,23,4967
horry,24,4867
horry,25,4672
horry,26,4676
horry,27,4609
horry,28,4533
horry,29,4607
horry,30,4704
horry,31,4632
horry,32,4905
horry,33,5201
horry,34,5235
horry,35,5192
horry,36,5113
horry,37,4917
horry,38,4891
horry,39,4925
horry,40,4829
horry,41,4937
horry,42,5079
horry,43,5043
horry,44,5071
horry,45,5102
horry,46,5219
horry,47,5214
horry,48,4949
horry,49,5152
horry,50,5091
horry,51,5377
horry,52,5864
horry,53,6367
horry,54,6410
horry,55,6266
horry,56,6303
horry,57,6654
horry,58,6986
horry,59,7585
horry,60,8062
horry,61,8052
horry,62,8279
horry,63,8845
horry,64,8745
horry,65,8882
horry,66,9142
horry,67,9127
horry,68,8797
horry,69,8826
horry,70,8500
horry,71,8053
horry,72,7732
horry,73,7358
horry,74,6950
horry,75,6806
horry,76,6530
horry,77,6879
horry,78,4402
horry,79,4024
horry,80,3684
horry,81,3606
horry,82,2791
horry,83,2325
horry,84+,11080
houston,0,88749
houston,1,91941
houston,2,92895
houston,3,90475
houston,4,93360
houston,5,95177
houston,6,97296
houston,7,99781
houston,8,103110
houston,9,103907
houston,10,103073
houston,11,101073
houston,12,100411
houston,13,102252
houston,14,105250
houston,15,106735
houston,16,108584
houston,17,107749
houston,18,97813
houston,19,89594
houston,20,92673
houston,21,93168
houston,22,94198
houston,23,97078
houston,24,98344
houston,25,96134
houston,26,96656
houston,27,98031
houston,28,99074
houston,29,99275
houston,30,101883
houston,31,103828
houston,32,105658
houston,33,106637
houston,34,107086
houston,35,104289
houston,36,104117
houston,37,104302
houston,38,104658
houston,39,103702
houston,40,101707
houston,41,103456
houston,42,102773
houston,43,101026
houston,44,100187
houston,45,95486
houston,46,93257
houston,47,91425
houston,48,88254
houston,49,88084
houston,50,85425
houston,51,85156
houston,52,86858
houston,53,88314
houston,54,84657
houston,55,79865
houston,56,77338
houston,57,75198
houston,58,74249
houston,59,74185
houston,60,73685
houston,61,72787
houston,62,71726
houston,63,70079
houston,64,69369
houston,65,67304
houston,66,66121
houston,67,63174
houston,68,59629
houston,69,57253
houston,70,54259
houston,71,51044
houston,72,48228
houston,73,45025
houston,74,41875
houston,75,39285
houston,76,37355
houston,77,37730
houston,78,27036
houston,79,25266
houston,80,23504
houston,81,22487
houston,82,18527
houston,83,16213
houston,84+,89674
indianapolis,0,20127
indianapolis,1,20031
indianapolis,2,20145
indianapolis,3,18810
indianapolis,4,19583
indianapolis,5,19712
indianapolis,6,20207
indianapolis,7,20373
indianapolis,8,20421
indianapolis,9,20791
indianapolis,10,20513
indianapolis,11,20488
indianapolis,12,20365
indianapolis,13,20404
indianapolis,14,20791
indianapolis,15,21134
indianapolis,16,21836
indianapolis,17,21572
indianapolis,18,18900
indianapolis,19,18548
indianapolis,20,19240
indianapolis,21,19215
indianapolis,22,19392
indianapolis,23,20764
indianapolis,24,21938
indianapolis,25,21821
indianapolis,26,22332
indianapolis,27,22072
indianapolis,28,22495
indianapolis,29,22901
indianapolis,30,23000
indianapolis,31,23232
indianapolis,32,23677
indianapolis,33,23682
indianapolis,34,23603
indianapolis,35,22286
indianapolis,36,21561
indianapolis,37,21373
indianapolis,38,21199
indianapolis,39,21086
indianapolis,40,20339
indianapolis,41,20368
indianapolis,42,19997
indianapolis,43,19835
indianapolis,44,19865
indianapolis,45,19004
indianapolis,46,18159
indianapolis,47,17751
indianapolis,48,16950
indianapolis,49,17235
indianapolis,50,16729
indianapolis,51,16873
indianapolis,52,17566
indianapolis,53,18596
indianapolis,54,18043
indianapolis,55,16906
indianapolis,56,16272
indianapolis,57,16362
indianapolis,58,16494
indianapolis,59,17329
indianapolis,60,17716
indianapolis,61,17452
indianapolis,62,17593
indianapolis,63,17570
indianapolis,64,17071
indianapolis,65,16640
indianapolis,66,16364
indianapolis,67,15733
indianapolis,68,14873
indianapolis,69,14231
indianapolis,70,13618
indianapolis,71,12737
indianapolis,72,12076
indianapolis,73,11287
indianapolis,74,10494
indianapolis,75,9983
indianapolis,76,9429
indianapolis,77,9691
indianapolis,78,6529
indianapolis,79,6056
indianapolis,80,5985
indianapolis,81,6063
indianapolis,82,5046
indianapolis,83,4378
indianapolis,84+,26005
la-grange,0,2949
la-grange,1,3045
la-grange,2,3072
la-grange,3,2977
la-grange,4,3126
la-grange,5,3189
la-grange,6,3262
la-grange,7,3289
la-grange,8,3297
la-grange,9,3399
la-grange,10,3514
la-grange,11,3403
la-grange,12,3401
la-grange,13,3416
la-grange,14,3488
la-grange,15,3696
la-grange,16,3832
la-grange,17,3834
la-grange,18,3172
la-grange,19,2581
la-grange,20,2778
la-grange,21,2971
la-grange,22,3038
la-grange,23,3304
la-grange,24,3350
la-grange,25,3140
la-grange,26,3236
la-grange,27,3235
la-grange,28,3312
la-grange,29,3286
la-grange,30,3388
la-grange,31,3472
la-grange,32,3498
la-grange,33,3588
la-grange,34,3705
la-grange,35,3552
la-grange,36,3524
la-grange,37,3589
la-grange,38,3434
la-grange,39,3446
la-grange,40,3329
la-grange,41,3376
la-grange,42,3346
la-grange,43,3440
la-grange,44,3508
la-grange,45,3418
la-grange,46,3244
la-grange,47,3254
la-grange,48,3111
la-grange,49,3247
la-grange,50,3216
la-grange,51,3372
la-grange,52,3638
la-grange,53,3875
la-grange,54,3578
la-grange,55,3534
la-grange,56,3579
la-grange,57,3635
la-grange,58,3658
la-grange,59,3637
la-grange,60,3560
la-grange,61,3531
la-grange,62,3412
la-grange,63,3391
la-grange,64,3235
la-grange,65,3114
la-grange,66,3135
la-grange,67,2987
la-grange,68,2728
la-grange,69,2692
la-grange,70,2630
la-grange,71,2418
la-grange,72,2264
la-grange,73,2193
la-grange,74,2051
la-grange,75,1989
la-grange,76,2035
la-grange,77,2191
la-grange,78,1446
la-grange,79,1385
la-grange,80,1230
la-grange,81,1249
la-grange,82,1020
la-grange,83,891
la-grange,84+,4744
larimer,0,3092
larimer,1,3075
larimer,2,3099
larimer,3,3087
larimer,4,3220
larimer,5,3255
larimer,6,3379
larimer,7,3531
larimer,8,3744
larimer,9,3807
larimer,10,3869
larimer,11,3816
larimer,12,3943
larimer,13,4010
larimer,14,4072
larimer,15,4156
larimer,16,4260
larimer,17,4378
larimer,18,6413
larimer,19,8580
larimer,20,8207
larimer,21,7999
larimer,22,7977
larimer,23,7492
larimer,24,6700
larimer,25,6199
larimer,26,5561
larimer,27,5479
larimer,28,5401
larimer,29,5344
larimer,30,5342
larimer,31,5472
larimer,32,5484
larimer,33,5474
larimer,34,5359
larimer,35,5129
larimer,36,5047
larimer,37,4971
larimer,38,5023
larimer,39,4931
larimer,40,4955
larimer,41,4943
larimer,42,4928
larimer,43,4850
larimer,44,4851
larimer,45,4677
larimer,46,4437
larimer,47,4335
larimer,48,4095
larimer,49,4152
larimer,50,3984
larimer,51,3877
larimer,52,4021
larimer,53,4288
larimer,54,4090
larimer,55,3898
larimer,56,3664
larimer,57,3622
larimer,58,3590
larimer,59,3837
larimer,60,4117
larimer,61,4295
larimer,62,4435
larimer,63,4507
larimer,64,4431
larimer,65,4383
larimer,66,4463
larimer,67,4414
larimer,68,4321
larimer,69,4234
larimer,70,4145
larimer,71,4043
larimer,72,3815
larimer,73,3560
larimer,74,3374
larimer,75,3212
larimer,76,3077
larimer,77,3184
larimer,78,2060
larimer,79,2014
larimer,80,1917
larimer,81,1925
larimer,82,1584
larimer,83,1273
larimer,84+,7320
lynn,0,8529
lynn,1,8793
lynn,2,8938
lynn,3,8845
lynn,4,8862
lynn,5,9097
lynn,6,9410
lynn,7,9660
lynn,8,9583
lynn,9,9541
lynn,10,9394
lynn,11,9447
lynn,12,9421
lynn,13,9639
lynn,14,9892
lynn,15,10196
lynn,16,10318
lynn,17,10460
lynn,18,10380
lynn,19,10290
lynn,20,10714
lynn,21,10639
lynn,22,10390
lynn,23,10217
lynn,24,10109
lynn,25,9799
lynn,26,9618
lynn,27,9456
lynn,28,9571
lynn,29,9749
lynn,30,10078
lynn,31,10645
lynn,32,10827
lynn,33,10843
lynn,34,11159
lynn,35,11312
lynn,36,11197
lynn,37,11311
lynn,38,11220
lynn,39,10832
lynn,40,10657
lynn,41,10676
lynn,42,10630
lynn,43,10524
lynn,44,10406
lynn,45,10236
lynn,46,9772
lynn,47,9590
lynn,48,9244
lynn,49,9374
lynn,50,9224
lynn,51,9525
lynn,52,10219
lynn,53,10851
lynn,54,10830
lynn,55,10809
lynn,56,10764
lynn,57,11032
lynn,58,11208
lynn,59,11344
lynn,60,11537
lynn,61,11530
lynn,62,11351
lynn,63,11396
lynn,64,11073
lynn,65,10746
lynn,66,10780
lynn,67,10239
lynn,68,9769
lynn,69,9523
lynn,70,9081
lynn,71,8727
lynn,72,8151
lynn,73,7676
lynn,74,7329
lynn,75,7219
lynn,76,7060
lynn,77,7389
lynn,78,5061
lynn,79,4647
lynn,80,4532
lynn,81,4476
lynn,82,3807
lynn,83,3209
lynn,84+,20334
macon,0,5494
macon,1,5598
macon,2,5471
macon,3,5576
macon,4,5859
macon,5,5878
macon,6,5989
macon,7,6187
macon,8,6256
macon,9,6500
macon,10,6381
macon,11,6436
macon,12,6647
macon,13,6582
macon,14,6818
macon,15,7020
macon,16,7013
macon,17,7078
macon,18,6556
macon,19,6241
macon,20,6070
macon,21,5952
macon,22,6156
macon,23,6377
macon,24,6441
macon,25,6186
macon,26,6021
macon,27,6117
macon,28,6015
macon,29,6290
macon,30,6350
macon,31,6397
macon,32,6499
macon,33,6794
macon,34,6887
macon,35,6626
macon,36,6277
macon,37,6274
macon,38,6303
macon,39,6338
macon,40,6281
macon,41,6269
macon,42,6205
macon,43,6277
macon,44,6240
macon,45,5937
macon,46,5790
macon,47,5587
macon,48,5262
macon,49,5517
macon,50,5413
macon,51,5469
macon,52,5775
macon,53,6038
macon,54,5726
macon,55,5461
macon,56,5456
macon,57,5504
macon,58,5798
macon,59,6115
macon,60,6333
macon,61,6241
macon,62,6240
macon,63,6037
macon,64,5974
macon,65,5742
macon,66,5662
macon,67,5567
macon,68,5288
macon,69,5032
macon,70,4805
macon,71,4558
macon,72,4222
macon,73,3973
macon,74,3774
macon,75,3822
macon,76,3759
macon,77,3688
macon,78,2498
macon,79,2418
macon,80,2248
macon,81,2268
macon,82,1860
macon,83,1575
macon,84+,9329
marietta,0,8915
marietta,1,8759
marietta,2,8879
marietta,3,8477
marietta,4,8558
marietta,5,8733
marietta,6,9034
marietta,7,9364
marietta,8,9570
marietta,9,9564
marietta,10,9561
marietta,11,9665
marietta,12,10021
marietta,13,10093
marietta,14,10446
marietta,15,10603
marietta,16,11031
marietta,17,11148
marietta,18,10705
marietta,19,10148
marietta,20,10183
marietta,21,10013
marietta,22,10350
marietta,23,10663
marietta,24,10881
marietta,25,10688
marietta,26,10841
marietta,27,10755
marietta,28,11172
marietta,29,11354
marietta,30,11437
marietta,31,11815
marietta,32,11948
marietta,33,12096
marietta,34,12046
marietta,35,11956
marietta,36,11324
marietta,37,11254
marietta,38,10938
marietta,39,11121
marietta,40,10893
marietta,41,11118
marietta,42,11241
marietta,43,11133
marietta,44,11261
marietta,45,10892
marietta,46,10629
marietta,47,10567
marietta,48,10310
marietta,49,10455
marietta,50,10138
marietta,51,10247
marietta,52,10661
marietta,53,11252
marietta,54,10782
marietta,55,10238
marietta,56,9753
marietta,57,9767
marietta,58,9468
marietta,59,9788
marietta,60,9841
marietta,61,9476
marietta,62,9195
marietta,63,9126
marietta,64,8835
marietta,65,8513
marietta,66,7923
marietta,67,7780
marietta,68,7344
marietta,69,7050
marietta,70,6610
marietta,71,6278
marietta,72,6042
marietta,73,5656
marietta,74,5416
marietta,75,5260
marietta,76,5165
marietta,77,5266
marietta,78,3719
marietta,79,3333
marietta,80,3145
marietta,81,3118
marietta,82,2467
marietta,83,2107
marietta,84+,12171
medford,0,2767
medford,1,2826
medford,2,2929
medford,3,2914
medford,4,2992
medford,5,3081
medford,6,3271
medford,7,3354
medford,8,3533
medford,9,3636
medford,10,3568
medford,11,3593
medford,12,3594
medford,13,3652
medford,14,3728
medford,15,3771
medford,16,3916
medford,17,3872
medford,18,3472
medford,19,2971
medford,20,2899
medford,21,2915
medford,22,2932
medford,23,3112
medford,24,3288
medford,25,3286
medford,26,3301
medford,27,3265
medford,28,3479
medford,29,3462
medford,30,3552
medford,31,3678
medford,32,3917
medford,33,4078
medford,34,4141
medford,35,4010
medford,36,3800
medford,37,3606
medford,38,3810
medford,39,3845
medford,40,3890
medford,41,3883
medford,42,3948
medford,43,3807
medford,44,3831
medford,45,3701
medford,46,3625
medford,47,3527
medford,48,3348
medford,49,3264
medford,50,3267
medford,51,3225
medford,52,3429
medford,53,3720
medford,54,3693
medford,55,3615
medford,56,3464
medford,57,3440
medford,58,3593
medford,59,3731
medford,60,3885
medford,61,4019
medford,62,4220
medford,63,4372
medford,64,4331
medford,65,4442
medford,66,4527
medford,67,4486
medford,68,4464
medford,69,4504
medford,70,4630
medford,71,4491
medford,72,4325
medford,73,4043
medford,74,4042
medford,75,3992
medford,76,3681
medford,77,3929
medford,78,2724
medford,79,2667
medford,80,2454
medford,81,2449
medford,82,1972
medford,83,1749
medford,84+,9392
mesa,0,2861
mesa,1,2801
mesa,2,2878
mesa,3,3015
mesa,4,3129
mesa,5,3068
mesa,6,3183
mesa,7,3233
mesa,8,3558
mesa,9,3464
mesa,10,3420
mesa,11,3370
mesa,12,3483
mesa,13,3599
mesa,14,3721
mesa,15,3805
mesa,16,4019
mesa,17,4024
mesa,18,4017
mesa,19,4004
mesa,20,3740
mesa,21,3490
mesa,22,3340
mesa,23,3605
mesa,24,3705
